Date,Rater,Correct Answer 3 Label,Correct Answer 5 Label,Rater Answer 3 Label,Rater Answer 5 Label,Task ID,3-Label Agreement,5-Label Agreement
10-15-2005,E,Low,Bad,High,Okay,7448,no,no
10-26-2005,C,Low,Okay,Average,Exceptional,7449,no,no
10-26-2005,E,Low,Great,Low,Great,7450,yes,yes
10-15-2005,D,Low,Exceptional,High,Bad,7451,no,no
10-18-2005,D,Average,Intermediate,High,Okay,7452,no,no
10-29-2005,B,Average,Okay,High,Okay,7453,no,yes
10-16-2005,C,Average,Intermediate,Average,Great,7454,yes,no
10-20-2005,E,Average,Okay,Average,Exceptional,7455,yes,no
10-10-2005,D,High,Great,High,Great,7456,yes,yes
10-27-2005,C,Low,Great,Low,Okay,7457,yes,no
10-02-2005,D,Low,Intermediate,Low,Bad,7458,yes,no
10-06-2005,A,High,Bad,Average,Bad,7459,no,yes
10-13-2005,C,Average,Intermediate,Low,Exceptional,7460,no,no
10-16-2005,A,Low,Bad,Average,Bad,7461,no,yes
10-16-2005,A,High,Great,Low,Bad,7462,no,no
10-05-2005,B,High,Great,Average,Great,7463,no,yes
10-03-2005,B,Average,Great,High,Great,7464,no,yes
10-25-2005,E,Average,Okay,High,Intermediate,7465,no,no
10-25-2005,C,Average,Bad,Average,Bad,7466,yes,yes
10-23-2005,D,Low,Bad,High,Great,7467,no,no
10-20-2005,C,High,Okay,Low,Exceptional,7468,no,no
10-21-2005,D,Low,Okay,High,Okay,7469,no,yes
10-02-2005,C,Low,Intermediate,High,Okay,7470,no,no
10-07-2005,B,High,Exceptional,Average,Exceptional,7471,no,yes
10-16-2005,C,High,Great,Average,Bad,7472,no,no
10-25-2005,C,Low,Okay,High,Great,7473,no,no
10-08-2005,A,Low,Okay,Low,Okay,7474,yes,yes
10-12-2005,A,Low,Bad,Low,Exceptional,7475,yes,no
10-25-2005,D,Average,Great,Low,Great,7476,no,yes
10-04-2005,E,Average,Okay,Average,Bad,7477,yes,no
10-18-2005,B,High,Bad,High,Okay,7478,yes,no
10-02-2005,D,Low,Bad,High,Okay,7479,no,no
10-06-2005,C,High,Intermediate,High,Intermediate,7480,yes,yes
10-22-2005,A,Low,Okay,Average,Okay,7481,no,yes
10-12-2005,C,Average,Intermediate,Average,Great,7482,yes,no
10-19-2005,D,Average,Bad,Low,Okay,7483,no,no
10-10-2005,E,Low,Intermediate,Low,Exceptional,7484,yes,no
10-05-2005,D,Low,Intermediate,Average,Intermediate,7485,no,yes
10-07-2005,D,Average,Intermediate,High,Bad,7486,no,no
10-20-2005,C,High,Bad,Average,Okay,7487,no,no
10-04-2005,A,Low,Great,Average,Bad,7488,no,no
10-14-2005,C,High,Great,High,Okay,7489,yes,no
10-18-2005,E,Average,Great,High,Intermediate,7490,no,no
10-07-2005,D,High,Okay,Low,Exceptional,7491,no,no
10-12-2005,C,Low,Intermediate,High,Okay,7492,no,no
10-26-2005,E,Average,Okay,Low,Intermediate,7493,no,no
10-04-2005,D,Average,Intermediate,Average,Okay,7494,yes,no
10-23-2005,B,High,Exceptional,Low,Okay,7495,no,no
10-02-2005,E,Average,Great,High,Great,7496,no,yes
10-22-2005,B,Average,Okay,Low,Exceptional,7497,no,no
10-18-2005,B,Low,Great,High,Intermediate,7498,no,no
10-27-2005,B,High,Bad,Low,Intermediate,7499,no,no
10-05-2005,C,High,Okay,Low,Okay,7500,no,yes
10-25-2005,B,Low,Intermediate,Low,Great,7501,yes,no
10-23-2005,E,Low,Exceptional,Average,Great,7502,no,no
10-14-2005,D,High,Exceptional,Low,Exceptional,7503,no,yes
10-16-2005,C,Low,Intermediate,Low,Exceptional,7504,yes,no
10-10-2005,E,High,Bad,High,Great,7505,yes,no
10-12-2005,E,Average,Great,Low,Exceptional,7506,no,no
10-28-2005,B,High,Intermediate,Low,Okay,7507,no,no
10-25-2005,E,High,Bad,High,Okay,7508,yes,no
10-28-2005,A,High,Exceptional,High,Bad,7509,yes,no
10-22-2005,B,Low,Bad,Average,Okay,7510,no,no
10-06-2005,E,Average,Exceptional,High,Intermediate,7511,no,no
10-11-2005,C,High,Intermediate,Low,Exceptional,7512,no,no
10-02-2005,C,High,Bad,High,Exceptional,7513,yes,no
10-12-2005,C,Low,Exceptional,Average,Exceptional,7514,no,yes
10-29-2005,A,Average,Exceptional,Low,Bad,7515,no,no
10-05-2005,B,Average,Exceptional,Low,Intermediate,7516,no,no
10-24-2005,A,Average,Bad,Average,Great,7517,yes,no
10-10-2005,D,Low,Great,Low,Intermediate,7518,yes,no
10-08-2005,C,Average,Bad,Low,Intermediate,7519,no,no
10-18-2005,E,High,Exceptional,High,Great,7520,yes,no
10-10-2005,C,Average,Okay,High,Exceptional,7521,no,no
10-03-2005,E,Average,Great,Average,Intermediate,7522,yes,no
10-04-2005,E,Low,Intermediate,High,Okay,7523,no,no
10-07-2005,C,High,Intermediate,High,Intermediate,7524,yes,yes
10-06-2005,D,Low,Great,Low,Bad,7525,yes,no
10-16-2005,E,Average,Exceptional,Low,Okay,7526,no,no
10-25-2005,E,Low,Great,High,Bad,7527,no,no
10-08-2005,A,Low,Intermediate,High,Great,7528,no,no
10-11-2005,B,High,Great,Average,Great,7529,no,yes
10-01-2005,D,Low,Okay,Average,Bad,7530,no,no
10-15-2005,A,Low,Intermediate,Low,Bad,7531,yes,no
10-07-2005,E,High,Exceptional,Average,Exceptional,7532,no,yes
10-24-2005,E,Average,Exceptional,Low,Exceptional,7533,no,yes
10-26-2005,C,High,Great,High,Great,7534,yes,yes
10-08-2005,C,Average,Bad,High,Exceptional,7535,no,no
10-28-2005,C,Average,Great,High,Bad,7536,no,no
10-24-2005,C,Low,Exceptional,Average,Intermediate,7537,no,no
10-29-2005,B,Low,Intermediate,Average,Exceptional,7538,no,no
10-28-2005,D,High,Bad,High,Great,7539,yes,no
10-01-2005,A,Average,Bad,Low,Great,7540,no,no
10-26-2005,C,High,Bad,High,Okay,7541,yes,no
10-19-2005,D,High,Bad,Average,Bad,7542,no,yes
10-26-2005,A,Low,Okay,Average,Okay,7543,no,yes
10-12-2005,E,High,Okay,Low,Bad,7544,no,no
10-02-2005,A,Average,Bad,High,Okay,7545,no,no
10-14-2005,A,Average,Intermediate,Low,Great,7546,no,no
10-11-2005,A,Average,Exceptional,Average,Bad,7547,yes,no
10-22-2005,B,Average,Okay,Average,Exceptional,7548,yes,no
10-26-2005,C,High,Great,Low,Intermediate,7549,no,no
10-02-2005,A,Average,Exceptional,Average,Intermediate,7550,yes,no
10-13-2005,B,Average,Bad,Low,Intermediate,7551,no,no
10-11-2005,E,High,Great,High,Great,7552,yes,yes
10-11-2005,D,Average,Intermediate,Low,Bad,7553,no,no
10-21-2005,B,High,Exceptional,Average,Great,7554,no,no
10-26-2005,A,Average,Bad,High,Bad,7555,no,yes
10-08-2005,A,Low,Intermediate,Average,Intermediate,7556,no,yes
10-14-2005,B,High,Great,Low,Great,7557,no,yes
10-18-2005,B,Average,Intermediate,Average,Intermediate,7558,yes,yes
10-29-2005,C,Low,Great,High,Bad,7559,no,no
10-08-2005,E,Low,Exceptional,Average,Intermediate,7560,no,no
10-16-2005,B,Average,Bad,Average,Intermediate,7561,yes,no
10-02-2005,C,High,Exceptional,High,Intermediate,7562,yes,no
10-23-2005,C,Average,Great,Low,Okay,7563,no,no
10-19-2005,D,Average,Bad,Average,Intermediate,7564,yes,no
10-01-2005,A,Average,Intermediate,Average,Bad,7565,yes,no
10-07-2005,D,Low,Bad,Low,Exceptional,7566,yes,no
10-20-2005,C,High,Great,High,Bad,7567,yes,no
10-19-2005,C,Low,Bad,Low,Exceptional,7568,yes,no
10-21-2005,E,Low,Bad,High,Okay,7569,no,no
10-01-2005,B,Low,Great,High,Exceptional,7570,no,no
10-17-2005,A,High,Intermediate,High,Bad,7571,yes,no
10-10-2005,D,Low,Okay,Low,Exceptional,7572,yes,no
10-07-2005,E,Average,Okay,Average,Intermediate,7573,yes,no
10-18-2005,D,High,Bad,Low,Great,7574,no,no
10-21-2005,E,Average,Intermediate,High,Great,7575,no,no
10-03-2005,D,Low,Exceptional,Average,Bad,7576,no,no
10-25-2005,E,High,Okay,Low,Exceptional,7577,no,no
10-24-2005,D,Low,Okay,Average,Bad,7578,no,no
10-26-2005,B,Low,Exceptional,High,Bad,7579,no,no
10-11-2005,E,High,Bad,Average,Exceptional,7580,no,no
10-22-2005,D,Average,Intermediate,High,Bad,7581,no,no
10-25-2005,B,Low,Exceptional,Low,Intermediate,7582,yes,no
10-15-2005,C,High,Exceptional,Low,Great,7583,no,no
10-15-2005,B,Low,Exceptional,High,Great,7584,no,no
10-02-2005,C,Average,Intermediate,High,Okay,7585,no,no
10-20-2005,D,High,Bad,Low,Bad,7586,no,yes
10-23-2005,A,Low,Great,Average,Okay,7587,no,no
10-02-2005,A,Low,Okay,High,Okay,7588,no,yes
10-03-2005,E,Average,Bad,Low,Okay,7589,no,no
10-26-2005,A,Average,Exceptional,Average,Exceptional,7590,yes,yes
10-06-2005,E,High,Bad,Average,Great,7591,no,no
10-13-2005,A,Low,Intermediate,Average,Bad,7592,no,no
10-21-2005,B,High,Exceptional,High,Great,7593,yes,no
10-01-2005,C,Low,Intermediate,Low,Okay,7594,yes,no
10-10-2005,C,Average,Exceptional,Average,Okay,7595,yes,no
10-17-2005,E,Average,Bad,High,Exceptional,7596,no,no
10-18-2005,D,High,Intermediate,Average,Great,7597,no,no
10-19-2005,E,High,Great,Low,Intermediate,7598,no,no
10-18-2005,E,High,Exceptional,Average,Okay,7599,no,no
10-15-2005,A,Average,Okay,Low,Bad,7600,no,no
10-06-2005,C,High,Okay,Low,Great,7601,no,no
10-10-2005,B,Low,Intermediate,Low,Bad,7602,yes,no
10-11-2005,C,High,Exceptional,Average,Okay,7603,no,no
10-06-2005,C,Low,Great,Average,Bad,7604,no,no
10-27-2005,A,Low,Bad,Low,Intermediate,7605,yes,no
10-22-2005,D,Average,Okay,Low,Okay,7606,no,yes
10-09-2005,E,Average,Okay,Low,Intermediate,7607,no,no
10-06-2005,E,Average,Exceptional,Average,Intermediate,7608,yes,no
10-14-2005,C,High,Exceptional,Low,Okay,7609,no,no
10-19-2005,E,High,Okay,Average,Okay,7610,no,yes
10-24-2005,B,High,Exceptional,High,Exceptional,7611,yes,yes
10-04-2005,D,Low,Great,High,Bad,7612,no,no
10-12-2005,C,Average,Great,High,Bad,7613,no,no
10-20-2005,B,Average,Exceptional,High,Bad,7614,no,no
10-03-2005,B,High,Intermediate,Low,Okay,7615,no,no
10-18-2005,E,Low,Okay,Average,Exceptional,7616,no,no
10-27-2005,C,High,Exceptional,Average,Great,7617,no,no
10-19-2005,D,Average,Exceptional,High,Great,7618,no,no
10-14-2005,A,Average,Exceptional,High,Intermediate,7619,no,no
10-21-2005,D,High,Okay,Average,Bad,7620,no,no
10-01-2005,E,High,Exceptional,High,Great,7621,yes,no
10-12-2005,D,Average,Okay,High,Exceptional,7622,no,no
10-04-2005,A,Average,Intermediate,High,Exceptional,7623,no,no
10-19-2005,A,High,Okay,High,Okay,7624,yes,yes
10-21-2005,B,High,Great,Average,Intermediate,7625,no,no
10-09-2005,C,High,Exceptional,Average,Exceptional,7626,no,yes
10-22-2005,B,Average,Exceptional,Low,Great,7627,no,no
10-13-2005,B,High,Great,Low,Great,7628,no,yes
10-08-2005,A,Low,Okay,High,Intermediate,7629,no,no
10-13-2005,E,Average,Intermediate,High,Great,7630,no,no
10-05-2005,B,Average,Great,Average,Intermediate,7631,yes,no
10-17-2005,E,Low,Exceptional,Average,Intermediate,7632,no,no
10-23-2005,D,High,Bad,Low,Bad,7633,no,yes
10-24-2005,E,Average,Bad,Low,Bad,7634,no,yes
10-07-2005,D,High,Okay,High,Intermediate,7635,yes,no
10-18-2005,B,High,Intermediate,High,Bad,7636,yes,no
10-22-2005,B,Average,Intermediate,Low,Great,7637,no,no
10-01-2005,C,Low,Great,Low,Intermediate,7638,yes,no
10-01-2005,A,Average,Intermediate,High,Intermediate,7639,no,yes
10-17-2005,B,Low,Bad,Low,Intermediate,7640,yes,no
10-06-2005,D,Average,Okay,Average,Bad,7641,yes,no
10-12-2005,C,High,Exceptional,Low,Bad,7642,no,no
10-20-2005,A,Low,Exceptional,Average,Great,7643,no,no
10-22-2005,A,Low,Great,Average,Great,7644,no,yes
10-14-2005,A,Low,Exceptional,Low,Intermediate,7645,yes,no
10-28-2005,A,Low,Great,Low,Exceptional,7646,yes,no
10-16-2005,B,High,Bad,Average,Okay,7647,no,no
10-21-2005,C,High,Exceptional,Low,Great,7648,no,no
10-25-2005,A,Low,Exceptional,High,Exceptional,7649,no,yes
10-15-2005,C,High,Exceptional,Average,Bad,7650,no,no
10-17-2005,D,Low,Bad,High,Okay,7651,no,no
10-26-2005,D,High,Exceptional,Low,Great,7652,no,no
10-16-2005,E,High,Intermediate,High,Bad,7653,yes,no
10-20-2005,A,High,Exceptional,Low,Bad,7654,no,no
10-16-2005,A,Low,Great,Low,Great,7655,yes,yes
10-19-2005,C,Low,Intermediate,High,Great,7656,no,no
10-18-2005,D,High,Great,Average,Intermediate,7657,no,no
10-16-2005,B,Average,Intermediate,High,Great,7658,no,no
10-07-2005,C,High,Bad,Average,Okay,7659,no,no
10-06-2005,E,Low,Great,Average,Bad,7660,no,no
10-18-2005,D,Low,Bad,Average,Okay,7661,no,no
10-16-2005,E,High,Great,Low,Great,7662,no,yes
10-07-2005,C,High,Bad,Average,Great,7663,no,no
10-21-2005,E,Average,Okay,High,Exceptional,7664,no,no
10-26-2005,D,Average,Exceptional,Low,Bad,7665,no,no
10-13-2005,C,High,Exceptional,Low,Great,7666,no,no
10-17-2005,D,High,Intermediate,High,Bad,7667,yes,no
10-07-2005,D,Low,Bad,Low,Exceptional,7668,yes,no
10-11-2005,A,Average,Okay,Average,Great,7669,yes,no
10-05-2005,B,Average,Okay,Average,Bad,7670,yes,no
10-24-2005,C,High,Great,Low,Exceptional,7671,no,no
10-29-2005,A,High,Great,High,Exceptional,7672,yes,no
10-27-2005,C,High,Exceptional,Average,Okay,7673,no,no
10-11-2005,D,High,Bad,Low,Exceptional,7674,no,no
10-13-2005,A,High,Exceptional,High,Intermediate,7675,yes,no
10-25-2005,D,Low,Intermediate,Average,Bad,7676,no,no
10-01-2005,D,Average,Bad,Average,Exceptional,7677,yes,no
10-18-2005,D,Average,Okay,High,Exceptional,7678,no,no
10-04-2005,D,Average,Exceptional,High,Exceptional,7679,no,yes
10-29-2005,D,Low,Exceptional,High,Intermediate,7680,no,no
10-20-2005,E,High,Intermediate,High,Exceptional,7681,yes,no
10-04-2005,C,High,Exceptional,High,Exceptional,7682,yes,yes
10-22-2005,D,Low,Exceptional,High,Great,7683,no,no
10-29-2005,A,Average,Okay,Low,Okay,7684,no,yes
10-23-2005,A,High,Okay,Low,Great,7685,no,no
10-28-2005,A,High,Okay,Average,Exceptional,7686,no,no
10-09-2005,D,Average,Great,Average,Great,7687,yes,yes
10-02-2005,C,High,Okay,High,Great,7688,yes,no
10-05-2005,C,Low,Bad,High,Great,7689,no,no
10-25-2005,C,Average,Exceptional,Low,Intermediate,7690,no,no
10-11-2005,C,Low,Bad,High,Intermediate,7691,no,no
10-05-2005,C,Low,Exceptional,Low,Okay,7692,yes,no
10-25-2005,D,Low,Great,Average,Bad,7693,no,no
10-06-2005,B,Average,Exceptional,Average,Intermediate,7694,yes,no
10-22-2005,A,Low,Bad,Low,Great,7695,yes,no
10-15-2005,A,High,Intermediate,High,Okay,7696,yes,no
10-23-2005,E,High,Intermediate,Average,Great,7697,no,no
10-18-2005,A,Low,Okay,Average,Intermediate,7698,no,no
10-01-2005,B,High,Great,High,Intermediate,7699,yes,no
10-26-2005,C,Low,Bad,Low,Great,7700,yes,no
10-05-2005,A,Average,Okay,Average,Okay,7701,yes,yes
10-10-2005,C,Average,Intermediate,High,Bad,7702,no,no
10-27-2005,E,High,Great,Average,Exceptional,7703,no,no
10-23-2005,E,High,Okay,High,Okay,7704,yes,yes
10-22-2005,E,Low,Intermediate,Low,Exceptional,7705,yes,no
10-11-2005,A,Average,Bad,High,Great,7706,no,no
10-15-2005,B,Low,Exceptional,Average,Intermediate,7707,no,no
10-04-2005,C,High,Great,Average,Great,7708,no,yes
10-03-2005,A,Low,Exceptional,Average,Great,7709,no,no
10-06-2005,A,Average,Intermediate,Average,Okay,7710,yes,no
10-11-2005,A,Average,Okay,Low,Great,7711,no,no
10-01-2005,C,Low,Okay,Average,Great,7712,no,no
10-17-2005,D,High,Exceptional,Low,Okay,7713,no,no
10-29-2005,C,High,Bad,High,Great,7714,yes,no
10-18-2005,A,Low,Exceptional,Low,Okay,7715,yes,no
10-15-2005,E,Average,Great,Average,Exceptional,7716,yes,no
10-22-2005,D,High,Okay,High,Intermediate,7717,yes,no
10-03-2005,C,High,Intermediate,High,Great,7718,yes,no
10-16-2005,C,High,Okay,Average,Intermediate,7719,no,no
10-16-2005,B,High,Intermediate,Average,Exceptional,7720,no,no
10-23-2005,D,High,Great,Low,Exceptional,7721,no,no
10-26-2005,B,Average,Okay,Average,Intermediate,7722,yes,no
10-10-2005,D,Average,Great,High,Exceptional,7723,no,no
10-20-2005,D,High,Bad,Low,Great,7724,no,no
10-16-2005,E,High,Okay,Average,Exceptional,7725,no,no
10-09-2005,B,High,Exceptional,Average,Okay,7726,no,no
10-24-2005,B,Average,Bad,Average,Exceptional,7727,yes,no
10-21-2005,E,Average,Intermediate,High,Bad,7728,no,no
10-16-2005,B,High,Exceptional,Average,Bad,7729,no,no
10-13-2005,C,Average,Okay,Average,Great,7730,yes,no
10-19-2005,D,Low,Exceptional,Average,Okay,7731,no,no
10-17-2005,C,Low,Exceptional,Low,Great,7732,yes,no
10-15-2005,B,Average,Great,Low,Bad,7733,no,no
10-28-2005,B,High,Exceptional,Average,Great,7734,no,no
10-03-2005,A,Low,Exceptional,Average,Exceptional,7735,no,yes
10-09-2005,B,High,Okay,Average,Exceptional,7736,no,no
10-11-2005,C,Average,Okay,Average,Intermediate,7737,yes,no
10-22-2005,A,Low,Great,Low,Bad,7738,yes,no
10-10-2005,D,High,Great,High,Exceptional,7739,yes,no
10-05-2005,C,Low,Bad,Low,Intermediate,7740,yes,no
10-25-2005,E,High,Bad,Average,Great,7741,no,no
10-23-2005,C,High,Intermediate,Low,Intermediate,7742,no,yes
10-08-2005,A,Average,Exceptional,Average,Great,7743,yes,no
10-17-2005,C,High,Okay,High,Bad,7744,yes,no
10-20-2005,B,Low,Intermediate,Low,Bad,7745,yes,no
10-02-2005,C,Low,Bad,High,Great,7746,no,no
10-09-2005,E,Low,Bad,High,Intermediate,7747,no,no
10-22-2005,E,Low,Okay,Low,Bad,7748,yes,no
10-23-2005,B,Average,Okay,Low,Great,7749,no,no
10-22-2005,D,Average,Exceptional,Low,Exceptional,7750,no,yes
10-12-2005,E,Average,Okay,High,Okay,7751,no,yes
10-19-2005,D,Low,Okay,Average,Bad,7752,no,no
10-17-2005,C,Average,Okay,High,Intermediate,7753,no,no
10-26-2005,A,Average,Great,Low,Exceptional,7754,no,no
10-18-2005,D,Average,Bad,High,Exceptional,7755,no,no
10-02-2005,D,Low,Great,Low,Bad,7756,yes,no
10-25-2005,D,High,Great,Low,Okay,7757,no,no
10-27-2005,D,Low,Okay,Average,Great,7758,no,no
10-28-2005,A,High,Bad,High,Bad,7759,yes,yes
10-15-2005,C,Low,Exceptional,High,Exceptional,7760,no,yes
10-12-2005,B,Average,Exceptional,High,Okay,7761,no,no
10-10-2005,A,High,Intermediate,Low,Great,7762,no,no
10-23-2005,E,High,Exceptional,Low,Intermediate,7763,no,no
10-21-2005,C,Average,Bad,Low,Intermediate,7764,no,no
10-05-2005,E,Low,Intermediate,High,Intermediate,7765,no,yes
10-03-2005,E,Low,Intermediate,Low,Exceptional,7766,yes,no
10-12-2005,D,Low,Great,High,Intermediate,7767,no,no
10-18-2005,B,Low,Exceptional,High,Okay,7768,no,no
10-17-2005,D,High,Intermediate,High,Great,7769,yes,no
10-16-2005,C,Average,Exceptional,Low,Bad,7770,no,no
10-12-2005,A,Low,Great,High,Great,7771,no,yes
10-11-2005,E,Low,Intermediate,Low,Okay,7772,yes,no
10-08-2005,B,Low,Great,Average,Great,7773,no,yes
10-27-2005,E,Low,Exceptional,Low,Intermediate,7774,yes,no
10-05-2005,E,Low,Great,Average,Great,7775,no,yes
10-14-2005,E,High,Okay,Average,Exceptional,7776,no,no
10-25-2005,A,High,Intermediate,Low,Bad,7777,no,no
10-20-2005,C,Low,Okay,Average,Bad,7778,no,no
10-09-2005,E,Average,Bad,Average,Exceptional,7779,yes,no
10-07-2005,A,Low,Exceptional,Average,Exceptional,7780,no,yes
10-08-2005,C,Average,Okay,High,Okay,7781,no,yes
10-03-2005,E,Low,Okay,Average,Great,7782,no,no
10-07-2005,A,Low,Okay,High,Intermediate,7783,no,no
10-24-2005,B,Low,Intermediate,Low,Exceptional,7784,yes,no
10-10-2005,A,Low,Intermediate,High,Intermediate,7785,no,yes
10-13-2005,E,Average,Intermediate,Low,Intermediate,7786,no,yes
10-11-2005,D,Low,Bad,Average,Okay,7787,no,no
10-04-2005,B,High,Great,Average,Okay,7788,no,no
10-28-2005,B,Average,Exceptional,High,Intermediate,7789,no,no
10-22-2005,E,High,Bad,Low,Exceptional,7790,no,no
10-11-2005,D,Average,Bad,Average,Okay,7791,yes,no
10-01-2005,D,Average,Bad,High,Okay,7792,no,no
10-26-2005,A,Low,Exceptional,Average,Exceptional,7793,no,yes
10-01-2005,E,Low,Exceptional,Average,Exceptional,7794,no,yes
10-19-2005,E,Average,Intermediate,Low,Exceptional,7795,no,no
10-14-2005,B,High,Okay,Low,Okay,7796,no,yes
10-16-2005,A,Average,Great,Low,Exceptional,7797,no,no
10-20-2005,C,Average,Bad,High,Intermediate,7798,no,no
10-21-2005,E,Low,Intermediate,High,Great,7799,no,no
10-27-2005,B,Average,Exceptional,Average,Okay,7800,yes,no
10-20-2005,C,Average,Great,Low,Bad,7801,no,no
10-02-2005,A,Low,Great,Low,Okay,7802,yes,no
10-01-2005,C,Low,Great,Average,Okay,7803,no,no
10-26-2005,A,Average,Exceptional,Average,Great,7804,yes,no
10-21-2005,C,Average,Great,Average,Exceptional,7805,yes,no
10-19-2005,B,High,Exceptional,Average,Great,7806,no,no
10-17-2005,B,High,Exceptional,Low,Great,7807,no,no
10-05-2005,A,Average,Great,Average,Exceptional,7808,yes,no
10-27-2005,D,Low,Great,High,Intermediate,7809,no,no
10-07-2005,E,Low,Okay,High,Intermediate,7810,no,no
10-02-2005,A,Low,Exceptional,Average,Intermediate,7811,no,no
10-19-2005,D,Low,Okay,High,Great,7812,no,no
10-13-2005,A,Low,Okay,High,Intermediate,7813,no,no
10-17-2005,D,Average,Intermediate,High,Bad,7814,no,no
10-02-2005,B,Average,Okay,High,Okay,7815,no,yes
10-05-2005,B,Average,Great,Low,Okay,7816,no,no
10-29-2005,E,High,Exceptional,Average,Intermediate,7817,no,no
10-20-2005,C,Low,Okay,Low,Intermediate,7818,yes,no
10-04-2005,A,Low,Bad,Low,Great,7819,yes,no
10-20-2005,D,High,Exceptional,High,Intermediate,7820,yes,no
10-21-2005,A,High,Bad,Low,Exceptional,7821,no,no
10-22-2005,D,Low,Bad,Low,Bad,7822,yes,yes
10-07-2005,D,Average,Intermediate,Low,Great,7823,no,no
10-15-2005,A,Low,Exceptional,High,Okay,7824,no,no
10-02-2005,B,Average,Okay,Average,Intermediate,7825,yes,no
10-10-2005,E,Average,Great,High,Great,7826,no,yes
10-15-2005,D,Average,Bad,Low,Okay,7827,no,no
10-29-2005,E,Low,Bad,High,Intermediate,7828,no,no
10-05-2005,E,Average,Bad,Average,Great,7829,yes,no
10-19-2005,E,Average,Intermediate,High,Bad,7830,no,no
10-27-2005,C,Average,Okay,High,Exceptional,7831,no,no
10-19-2005,D,Low,Exceptional,Low,Exceptional,7832,yes,yes
10-19-2005,E,Low,Bad,Average,Bad,7833,no,yes
10-02-2005,A,High,Intermediate,Average,Exceptional,7834,no,no
10-03-2005,D,Low,Okay,Average,Great,7835,no,no
10-24-2005,B,Average,Intermediate,Low,Okay,7836,no,no
10-09-2005,E,High,Intermediate,Average,Bad,7837,no,no
10-20-2005,D,High,Great,Low,Intermediate,7838,no,no
10-06-2005,E,High,Intermediate,High,Great,7839,yes,no
10-15-2005,C,Average,Exceptional,High,Bad,7840,no,no
10-05-2005,B,Low,Bad,High,Exceptional,7841,no,no
10-20-2005,E,Average,Okay,High,Exceptional,7842,no,no
10-07-2005,D,High,Okay,Average,Bad,7843,no,no
10-06-2005,D,Low,Bad,High,Intermediate,7844,no,no
10-07-2005,A,Average,Great,High,Okay,7845,no,no
10-24-2005,B,Average,Okay,High,Great,7846,no,no
10-26-2005,A,Average,Bad,Average,Great,7847,yes,no
10-16-2005,C,Low,Great,Average,Bad,7848,no,no
10-04-2005,B,Average,Intermediate,Low,Great,7849,no,no
10-08-2005,E,Average,Exceptional,Low,Exceptional,7850,no,yes
10-17-2005,E,High,Great,High,Exceptional,7851,yes,no
10-17-2005,B,Average,Exceptional,Average,Bad,7852,yes,no
10-19-2005,B,Average,Okay,High,Bad,7853,no,no
10-15-2005,A,Average,Bad,High,Intermediate,7854,no,no
10-27-2005,C,Average,Exceptional,High,Okay,7855,no,no
10-15-2005,D,High,Bad,High,Exceptional,7856,yes,no
10-24-2005,B,High,Great,High,Intermediate,7857,yes,no
10-22-2005,E,Average,Okay,Low,Exceptional,7858,no,no
10-10-2005,A,High,Exceptional,Low,Exceptional,7859,no,yes
10-28-2005,C,High,Okay,Average,Great,7860,no,no
10-07-2005,E,High,Okay,Average,Exceptional,7861,no,no
10-21-2005,A,High,Exceptional,High,Okay,7862,yes,no
10-28-2005,A,Average,Exceptional,Average,Bad,7863,yes,no
10-09-2005,D,Average,Bad,Average,Great,7864,yes,no
10-01-2005,E,Low,Okay,Low,Great,7865,yes,no
10-04-2005,B,High,Intermediate,High,Bad,7866,yes,no
10-10-2005,B,Average,Intermediate,Average,Great,7867,yes,no
10-08-2005,D,Low,Intermediate,High,Bad,7868,no,no
10-29-2005,A,Average,Bad,High,Bad,7869,no,yes
10-25-2005,E,High,Bad,High,Intermediate,7870,yes,no
10-28-2005,B,Average,Bad,Low,Exceptional,7871,no,no
10-26-2005,A,Low,Great,High,Intermediate,7872,no,no
10-06-2005,E,Low,Great,High,Intermediate,7873,no,no
10-06-2005,D,High,Okay,Low,Great,7874,no,no
10-13-2005,A,Low,Exceptional,Low,Intermediate,7875,yes,no
10-12-2005,A,High,Okay,Average,Bad,7876,no,no
10-11-2005,C,Low,Intermediate,High,Okay,7877,no,no
10-20-2005,E,Average,Okay,Low,Okay,7878,no,yes
10-07-2005,A,Low,Great,Average,Great,7879,no,yes
10-10-2005,B,High,Great,High,Great,7880,yes,yes
10-26-2005,B,Low,Intermediate,Average,Exceptional,7881,no,no
10-01-2005,E,Low,Great,Low,Exceptional,7882,yes,no
10-14-2005,D,Average,Intermediate,Low,Exceptional,7883,no,no
10-13-2005,B,Low,Bad,Low,Intermediate,7884,yes,no
10-13-2005,E,Average,Great,Average,Intermediate,7885,yes,no
10-22-2005,D,Low,Exceptional,Average,Exceptional,7886,no,yes
10-25-2005,B,High,Great,Average,Great,7887,no,yes
10-05-2005,E,Average,Exceptional,High,Okay,7888,no,no
10-04-2005,A,Low,Intermediate,Average,Great,7889,no,no
10-12-2005,D,Low,Okay,Average,Okay,7890,no,yes
10-28-2005,A,Average,Okay,Average,Bad,7891,yes,no
10-28-2005,B,High,Great,Average,Great,7892,no,yes
10-12-2005,B,Low,Okay,Average,Intermediate,7893,no,no
10-24-2005,B,Average,Intermediate,Low,Okay,7894,no,no
10-22-2005,C,Low,Okay,High,Great,7895,no,no
